"","clase","subsector","sector","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","nomsector","nomsubsector","nomclase"
"26398",611111,611,61,274742,"KINDER NARCISO BASSOLS","EDUCACIÓN INTEGRAL DE TORREON",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","CABO SAN AGUSTÍN","CALLE","FRANCISCO SARABIA","CALLE","DESIERTO CENTRAL","CALLE","ISLA MONTAGUE",800,"","","","","","COLONIA","NUEVA CALIFORNIA","","","",27089,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2645",20,"8717325076","","","Fijo",25.54149448,-103.3847167,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26399",611111,611,61,291146,"JARDÍN DE NIÑOS ANTONIO MACHADO","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","VIÑA SAN FERNANDO","AVENIDA","DE LA VIÑA","CALLE","VIÑA DON SANTIAGO","CALLE","UNIVERSIDAD",1107,"","","","","","FRACCIONAMIENTO","JOYAS DEL ORIENTE","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","4317",1,"","","","Fijo",25.55039711,-103.3266577,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26400",611111,611,61,308126,"JARDÍN DE NIÑOS PEDRO CALDERON DE LA BARCA","JARDÍN DE NIÑOS PEDRO CALDERON DE LA BARCA",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","SAUCES","AVENIDA","HIGUERAS","CALLE","GENERAL LÁZARO CÁRDENAS","CALLE","PALMAS",960,"","","","","","COLONIA","JARDINES DE CALIFORNIA","","","",27230,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1666",11,"8717228662","","","Fijo",25.52686312,-103.4330192,"mar-11","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26401",611111,611,61,1068826,"INSTITUTO LUZ AURORA","",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","CALLE","ABASOLO","AVENIDA","FRANCISCO I. MADERO","AVENIDA","FRANCISCO SARABIA","CALLE","NICOLÁS BRAVO",44,"","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","556",8,"8717251410","","","Fijo",25.53321183,-103.5250695,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26402",611111,611,61,309211,"CENTRO EDUCATIVO CATO HANRATH AMBIENTE MONTESSORI, A.C.","CATO HANRATH AMBIENTE MONTESSORI AC",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","PASEO DEL OLMO","CALLE","SICOMOROS","CALLE","OCOTILLOS","CALLE","ZAPOTES",1333,"","","","","","COLONIA","TORREON JARDIN","","","",27200,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","460",42,"8717208108","CATOHANRATHAMBIENTEMONTESSORI@LIVE.COM.MX","","Fijo",25.52049657,-103.4184559,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26403",611111,611,61,286254,"CENTRO EDUCATIVO GRUPO CEDVA","INSTITUTO MEXICANO DE BELLEZA INTEGRAL DE LA LAGUNA, S.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","BOULEVARD","REVOLUCIÓN","CALLE","MARIANO LÓPEZ ORTIZ","CALZADA","CUAUHTÉMOC","AVENIDA","PRESIDENTE CARRANZA",1225,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","278",50,"8717134212","","","Fijo",25.53580364,-103.434632,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26404",611111,611,61,306628,"JARDÍN DE NIÑOS BEETHOVEN","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","AVENIDA","CIPRESES","CALLE","LIRIOS","CALLE","HELIOTROPOS","AVENIDA","OLMOS",739,"","","","","","COLONIA","TORREON JARDIN","","","",27200,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","386",51,"8717221852","MARIA.MARTINEZ@COLEGIOBEETHOVEN.COM","","Fijo",25.52585294,-103.4280597,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26405",611111,611,61,1103802,"JARDÍN DE NIÑOS EUSEBIO KINO","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","13","AVENIDA","18 DE MARZO","AVENIDA","UNIVERSIDAD","CALLE","11",146,"","","","","","COLONIA","FILADELFIA","","","",35010,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1821",5,"8717238899","KINDERPADREKINO@GMAIL.COM","","Fijo",25.58368568,-103.4996569,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26406",611111,611,61,305243,"JARDÍN DE NIÑOS JUAN DE LA BARRERA","JARDÍN DE NIÑOS DUGAMELI, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","ARTES GRÁFICAS","CALLE","FRANCISCO I. MADERO","CALLE","EUGENIO AGUIRRE BENAVIDES","AVENIDA","ÁLVAREZ",735,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","102",35,"8717137499","","","Fijo",25.55176519,-103.4402122,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26407",611111,611,61,297495,"JARDIN DE NIÑOS BUENA BENTURA","JARDIN DE NIÑOS BUENA BENTURA",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","AVENIDA","5 DE MAYO","AVENIDA","SANTIAGO RODRÍGUEZ","CALLE","CEPEDA","AVENIDA","URUGUAY",1179,"","","","","","COLONIA","MODERNA","","","",27170,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1562",3,"","","","Fijo",25.5443762,-103.4624318,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26408",611111,611,61,282307,"MY LITTLE TOWN","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","CÁDIZ","CALLE","CORTÉS","CALZADA","MANUEL GÓMEZ MORÍN","RETORNO","SALVADOR",0,"SN","","","","","COLONIA","TORREON RESIDENCIAL","","","",27269,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","475",81,"8717313484","","","Fijo",25.52305327,-103.3994921,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26409",611111,611,61,1065709,"JARDÍN DE NIÑOS SAN LUIS","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","DUODÉCIMA","AVENIDA","DE LOS CIRUELOS","BOULEVARD","ISIDRO LEAL RODRÍGUEZ","CALLE","RINCONADA DE LAS AZALEAS",0,"SN","","","","","FRACCIONAMIENTO","LOS ALAMOS","","","",35020,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1183",10,"8717140200","","","Fijo",25.59981765,-103.5090968,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26410",611111,611,61,301864,"COLEGIO CONSUELO G DE VILLARREAL","ASOCIACIÓN CIVIL",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","CALLE","EDUCACIÓN","CALLE","PRIMORDIALES DE 36","CALLE","EDUCACIÓN","CALLE","VERDAD",0,"SN","","","","","EJIDO","LA UNION","","","",27420,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2255",19,"8717506011","","","Fijo",25.60008344,-103.4154027,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26411",611111,611,61,1068837,"INSTITUTO INFANTIL DE LERDO, A.C.","INSTITUCIÓN INFANTIL DE LERDO, A.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","GÓMEZ PALACIO","AVENIDA","JUÁREZ","AVENIDA","JUAN E. GARCÍA","CALLE","NICOLÁS BRAVO",360,"","","","","","COLONIA","CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","556",12,"8717259160","INSTITUCIONINFANTIL@HOTMAIL.COM","","Fijo",25.53082991,-103.5228861,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26412",611111,611,61,309466,"COLEGIO PREESCOLAR CARLO LORENZINI","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","DE LAS TUNAS","CALLE","DEL CASCABEL","CALLE","DE LAS MISIONES","CALLE","DE LAS TUNAS",540,"","","","","A","FRACCIONAMIENTO","SANTA FE","","","",27274,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1026",15,"8717310783","","","Fijo",25.524494,-103.3811401,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26413",611111,611,61,6428912,"COLEGIO AMÉRICA VESPUCIO","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","SIERRA DEL PAPAGAYO","CALLE","CERRO DE LAS CALABAZAS","CALLE","CERRO DE LA CRUZ","","NINGUNO",0,"SN","","","","","COLONIA","CIUDAD NAZAS","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3376",34,"8717318080","","","Fijo",25.54050532,-103.3556854,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26414",611111,611,61,309350,"AMBIENTE MONTESSORI, A.C.","AMBIENTE MONTESSORI, A.C.",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","CALZADA","SALTILLO 400","ANDADOR","ANDADOR","CALLE","PASEO DEL TECNOLÓGICO","CALLE","CHACHALACAS",824,"","","","","","COLONIA","CAMPESTRE LA ROSITA","","","",27250,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","460",57,"8717204002","AMBIENTEMONTESSORI@HOTMAIL.COM","","Fijo",25.518282,-103.4061407,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26415",611111,611,61,1100325,"JARDÍN DE NIÑOS PARVULITOS","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","FRANCISCO ZARCO","AVENIDA","GUICHO CISNEROS","AVENIDA","CUAUHTÉMOC","CALLE","MÁRTIRES",705,"","","","","","COLONIA","SANTA ROSA","","","",35040,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","876",6,"8712698317","JNPARVULITOS@HOTMAIL.COM","","Fijo",25.56338437,-103.4913371,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26416",611111,611,61,304206,"JARDÍN DE NIÑOS ARA","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALZADA","SALVADOR CREEL","CALZADA","DE LOS NOGALES","AVENIDA","MARGARITAS","CALZADA","SALVADOR CREEL",505,"","","","","","COLONIA","LAS MARGARITAS","","","",27130,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1242",2,"8717181603","","","Fijo",25.56551034,-103.4460609,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26417",611111,611,61,275689,"INSTITUTO ARTUHUR HOLLY COMPTON, A.C.","INSTITUTO ARTHUR HOLLY COMPTON, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","PERLA CULTIVADA","CERRADA","PERLA GRIS OBSCURA","CALLE","PERLA DE LA LAGUNA","CALLE","CIRCUITO PERLA VIRGEN",0,"SN","","","","","FRACCIONAMIENTO","LA PERLA","","","",27090,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","4209",6,"4487176226","","","Fijo",25.49964335,-103.3598328,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26418",611111,611,61,294717,"JARDÍN DE NIÑOS NAZARIO S ORTIZ GARZA","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","NAZARIO S. ORTIZ GARZA","AVENIDA","LIBERTAD","CALLE","DE SAN JUAN","CALLE","MONTES DE OCA",163,"","","","","","COLONIA","LIBERTAD","","","",27318,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1721",48,"8717161248","","","Fijo",25.5325477,-103.4759488,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26419",611111,611,61,292031,"JARDÍN DE NIÑOS GALILEO GALILEI","JARDÍN DE NIÑOS GALILEO GALILEI",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","CALZADA HACIENDA DE TORREÓN","CALLE","PUENTE VIEJO","CALLE","DEL VESTIDO","CALLE","PLAZA DE ARMAS",0,"SN","","","","","COLONIA","RINCÓN LA MERCED","","","",27276,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3041",9,"8712682816","","","Fijo",25.5061336,-103.3832263,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26420",611111,611,61,299120,"JARDÍN DE NIÑOS GEORGE WASHINGTON","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","MARTE","CALLE","SATURNO","CALLE","JÚPITER","CALLE","TIERRA",52,"","","","","","FRACCIONAMIENTO","SATELITE DE LA LAGUNA","","JARDIN DE NIÑOS EN COLONIA","52",27050,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3323",27,"8713112562","","","Fijo",25.5591712,-103.3943027,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26421",611111,611,61,304039,"JARDÍN DE NIÑOS","JARDÍN DE NIÑOS KODAC, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","BLAS PASCAL","CALZADA","DIVISIÓN DEL NORTE","CALZADA","JOSÉ VASCONCELOS","CALLE","PAVORREAL",0,"SN","","","","","COLONIA","DIVISION DEL NORTE","","","",27276,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2683",30,"8717311972","","","Fijo",25.52810344,-103.395829,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26422",611111,611,61,282250,"VUELO DE ÁNGELES","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","ALBERT EINSTEIN","CALZADA","JOSÉ VASCONCELOS","CALZADA","DIVISIÓN DEL NORTE","CALLE","ISAAC NEWTON",0,"SN","","","","","COLONIA","DIVISION DEL NORTE","","","",27276,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2683",26,"8717573526","","","Fijo",25.52890513,-103.3953967,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26423",611111,611,61,309600,"COLEGIO ALFRED BENET","COLEGIO ALFRED BENET, S.C.",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","CALLE","DEL PUERTO","AVENIDA","DEL MALECÓN","BOULEVARD","SECCIÓN 38","CALLE","DE LA CARABELA",18,"","","","","","COLONIA","VILLAS DE LA HACIENDA","","","",27274,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3658",42,"8714553733","","","Fijo",25.51747615,-103.3843198,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26424",611111,611,61,291159,"JARDÍN DE NIÑOS LETRAS MAGICAS","JARDÍN DE NIÑOS LETRAS MAGICAS",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CIRCUITO","INGENIERÍA","CIRCUITO","INGENIERIA","CALLE","VILLAS UNIVERSIDAD","CALLE","JUÁREZ",9202,"","","","","","COLONIA","VILLAS UNIVERSIDAD","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3817",5,"8712283730","","","Fijo",25.54038811,-103.3206124,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26425",611111,611,61,294250,"COMUNIDAD INFANTIL VILLA MONTESSORI","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","BOULEVARD","PASEO DEL MARATÓN ALGODÓN","CALLE","NINGUNO","","DEL VENADO","TERRACERÍA","NINGUNO",309,"","","","","","FRACCIONAMIENTO","VIÑEDOS","","","",27019,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3003",1,"8717641515","","","Fijo",25.5715151,-103.3864925,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26426",611111,611,61,1066431,"COLEGIO CENTENARIO GÓMEZ PALACIO","CENTENARIO GÓMEZ PALACIO, S.C.",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","BOULEVARD","SAN CARLOS","BOULEVARD","SAN ANTONIO","CALLE","S. ÁNGEL ABRAHAM","BOULEVARD","SAN ANTONIO",318,"","","","","","FRACCIONAMIENTO","SAN ANTONIO","","","",35015,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1677",31,"8717521730","","","Fijo",25.59400367,-103.4821205,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26427",611111,611,61,282347,"CENTRO EDUCACIONAL PABLO NERUDA, S.C.","CENTRO EDUCACIONAL PABLO NERUDA, S.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALZADA","MANUEL GÓMEZ MORÍN","CALZADA","DIVISIÓN DEL NORTE","CALLE","MANABI","CALLE","AZUAY",30,"","","","","","COLONIA","LA MERCED II","","","",27276,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1596",32,"8717303155","","","Fijo",25.52205933,-103.3948975,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26428",611111,611,61,306537,"COLEGIO ATONIO LUCIO VIVALDI","INSTITUTO LERNEN, S.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CERRADA","CIRUELOS","CALLE","CITLALTÉPETL","CALLE","DURAZNO","CALLE","DURAZNO",101,"","","","","","COLONIA","TORREÓN JARDÍN","","","",27200,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","390",18,"8717324061","COLEGIOVIVALDI@HOTMAIL.COM","","Fijo",25.53321826,-103.4183583,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26429",611111,611,61,6714440,"INSTITUTO GREEN HILLS","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","URREA","","","OTRA (ESPECIFICAR)","","","SELECCIONE UNA OPCIÓN",143,"","","","","","COLONIA","CENTRO","","","",35000,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","895",7,"8717142068","","","Fijo",25.5604836,-103.4955324,"ene-16","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26430",611111,611,61,306316,"JARDÍN DE NIÑOS SANTA ELENA, S.C.","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","AVENIDA","PRESIDENTE CARRANZA","CALLE","AUGUSTO VILLANUEVA (29)","CALLE","CARLOS CHÁVEZ","AVENIDA","HIDALGO",2903,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1492",27,"8717200132","SANTA_ELENA502@HOTMAIL.COM","","Fijo",25.53628055,-103.4172951,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26431",611111,611,61,309314,"JARDÍN DE NIÑOS THOMAS ALVA EDISON","JARDIN DE NIÑOS GENESIS AC",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","CORTÉS","CALLE","TURÍN","CALLE","NÁPOLES","CALLE","COPAN",390,"","","","","","COLONIA","TORREON RESIDENCIAL","","","",27269,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","475",71,"8717207193","","","Fijo",25.52391394,-103.4017907,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26432",611111,611,61,1062883,"KINDER ARCOIRIS","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","22","AVENIDA","ARQUITECTOS","CALLE","QUÍMICOS","CALLE","23",547,"","","","","","FRACCIONAMIENTO","FILADELFIA","","","",35010,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1323",5,"","","","Fijo",25.58551163,-103.4895806,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26433",611111,611,61,304110,"INSTITUTO JOHANN GUTENBERG","INSTITUTO JOHAN GUTENBERG",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","PAVORREAL","CALLE","NORUEGA","CALLE","ANDADOR","CALLE","GOLONDRINA",56,"","","","","","COLONIA","FOVISSSTE LA ROSITA","","","",27260,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2700",32,"","","","Fijo",25.52838228,-103.4013319,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26434",611111,611,61,1104318,"JARDÍN DE NIÑOS NOVAE MUNDI","",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","CALLE","8","AVENIDA","DOCTORES","AVENIDA","INGENIEROS","CALLE","10",381,"","","","","","COLONIA","FILADELFIA","","","",35010,10,"DURANGO",7,"Gómez Palacio",1,"Gómez Palacio","1357",9,"8717148895","NOVAEMUNDI@HOTMAIL.COM","","Fijo",25.58249363,-103.4952517,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26435",611111,611,61,278827,"COLEGIO ALEJANDRO MAGNO","BARAKE CHARIF, A.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CARRETERA","UNIÓN-LA PARTIDA","CARRETERA","LA UNIÓN LA PARTIDA","CERRADA","JESUITAS","","FRACCIONAMIENTO VILLAS IBERO",0,"SN","","","","","FRACCIONAMIENTO","IBERO","","","",27105,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2344",23,"8717505872","","","Fijo",25.59734101,-103.402141,"dic-14","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26436",611111,611,61,297438,"INSTITUTO ANDA LUCIA, S.C.","INSTITUTO ANDA LUCIA, S.C.",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","AVENIDA","SIMÓN BOLÍVAR","CALLE","LEONA VICARIO","CALLE","ILDEFONSO FUENTES","AVENIDA","SANTA MARÍA",537,"","","","","","COLONIA","LA MODERNA","","","",27170,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1469",28,"8717160921","COLEGIO-ANDALUCIA@HOTMAIL.COM","","Fijo",25.5456838,-103.4555318,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26437",611111,611,61,300048,"JARDÍN DE NIÑOS GABRIEL GARCIA MARQUEZ","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","FRANCISCO I. MADERO","AVENIDA","GUADALUPE VICTORIA","AVENIDA","6 DE OCTUBRE","CALLE","EUGENIO AGUIRRE BENAVIDES",852,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1399",9,"8717224341","MATERNALYKINDEGGM@OUTLOOK.COMM","","Fijo",25.54939556,-103.4404521,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26438",611111,611,61,313721,"COLEGIO EMILIO ROSENBLUETH","",611111,"Escuelas de educación preescolar del sector privado","0 a 5 personas","CALLE","LORENZO ÁVALOS","CALLE","EL VERGEL","CALLE","NINGUNO","CALLE","NINGUNO",0,"SN","","","","","COLONIA","AMPLIACION LAZARO CARDENAS","","","",27390,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1897",5,"8717638007","","","Fijo",25.50056919,-103.4086045,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26439",611111,611,61,6259697,"COLEGIO PRIMO VERDAD","COLEGIO PRIMO VERDAD, A.C.",611111,"Escuelas de educación preescolar del sector privado","51 a 100 personas","CALLE","MORELOS","CALLE","LÓPEZ RAYÓN","CALLE","MORELOS","AVENIDA","AQUILES SERDÁN",315,"","","","0","","COLONIA","COLONIA CENTRO","","","",35150,10,"DURANGO",12,"Lerdo",1,"Lerdo","490",10,"8717250602","COLPRIMOVERDAD@PRODIGY.NET.MX","WWW.PRIMOVERDAD1910.NET","Fijo",25.53928952,-103.5261741,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26440",611111,611,61,294251,"JARDÍN DE NIÑOS CHARBEL","CENTRO EDUCATIVO BILINGUE SAN CHARBEL, A.C.",611111,"Escuelas de educación preescolar del sector privado","6 a 10 personas","BOULEVARD","PASEO DEL MARATÓN ALGODÓN","BOULEVARD","LOS VIÑEDOS","CALLE","PASEO DEL VENADO","CALLE","JABALÍ",410,"","","","","","FRACCIONAMIENTO","VIÑEDOS","","","",27018,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3003",6,"8717227785","EDITH_RECIO@HOTMAIL.COM","","Fijo",25.57183039,-103.3835959,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26441",611111,611,61,304090,"COLEGIO MONTESSORI","COLEGIO MONTESORY TORREON",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","CALLE","ALBACETE","CALLE","CÁDIZ","CALLE","BARCELONA","CALLE","AZOR",0,"SN","","","","","FRACCIONAMIENTO","CASA BLANCA","ESCUELA","COLEGIO MONTESSORI","SN",27277,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","418",62,"8717215566","MONTESSORITORREON@YHAOO.COM","","Fijo",25.52965738,-103.3984349,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26442",611111,611,61,306958,"COLEGIO BENAVENTE","CENTRO DE ESTUDIOS MOTILINIA, A.C.",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","CALLE","JUAN PABLOS (16)","AVENIDA","HIDALGO","AVENIDA","PRESIDENTE CARRANZA","CALLE","JUAN GUTENBERG (17)",425,"","","","","SN","COLONIA","NINGUNO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","282",51,"8717226219","","","Fijo",25.53676698,-103.4310595,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
"26443",611111,611,61,306617,"COLEGIO JUAN XXXIII","",611111,"Escuelas de educación preescolar del sector privado","11 a 30 personas","AVENIDA","CENTRAL","CALLE","DALIAS","CALLE","BEGONIAS","AVENIDA","LAGUNA SUR",475,"","","","","","COLONIA","TORREON JARDIN","","","",27200,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","371",44,"8717136177","","","Fijo",25.53212293,-103.4272354,"jul-10","Servicios educativos","Servicios educativosT ","Escuelas de educación preescolar del sector privado "
