"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","palbusc"
"19255",293108,"ESTANCIA INFANTIL MUNDO DE NIÑOS","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","LOMAS TAURINAS","CALLE","LUIS DONALDO COLOSIO","CALLE","DIANA LAURA RIOJAS","CALLE","28 DE NOVIEMBRE",52,"","","","","","COLONIA","LUIS DONALDO COLOSIO","","","",27297,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3728",39,"8712536246","","","Fijo",25.49374398,-103.3889921,"jul-10","ESTANCIA INFANTIL MUNDO DE NIÑOSGuarderías del sector privado"
"19256",308199,"ESTANCIA INFANTIL NIÑOS DE HOY","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","H","AVENIDA","SEGUNDA","CALLE","GENERAL LÁZARO CÁRDENAS","CALLE","G",0,"SN","","","","","COLONIA","EDUARDO GUERRA","","","",27280,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1670",20,"8717326036","","","Fijo",25.52310787,-103.4285808,"jul-10","ESTANCIA INFANTIL NIÑOS DE HOYGuarderías del sector privado"
"19257",280148,"ESTANCIA INFANTIL NIÑOS FELICES","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","INGLATERRA","CALLE","JUAN AGUSTÍN DE ESPINOZA","CALLE","LÍBANO","CALLE","CIRCUITO EUROPA",52,"","","","","","FRACCIONAMIENTO","RESIDENCIAL LAS ETNIAS","ESCUELA","ESTANCIA INFANTIL EN COLONIA","52",27058,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","812",61,"8717318133","","","Fijo",25.55599329,-103.3858756,"dic-14","ESTANCIA INFANTIL NIÑOS FELICESGuarderías del sector privado"
"19258",282787,"ESTANCIA INFANTIL PASITOS DE AMOR","ESTANCIA INFANTIL PASITOS DE AMOR",624412,"Guarderías del sector público","6 a 10 personas","CALZADA","SALTILLO 400","CALLE","PASEO VIENTO SUR","CALLE","PASEO DEL CICLÓN","CALLE","VALENCIA",851,"","","","","","COLONIA","AMPLIACION LA ROSITA","","","",27250,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1789",17,"8717327855","","","Fijo",25.51321576,-103.4059353,"dic-14","ESTANCIA INFANTIL PASITOS DE AMORGuarderías del sector público"
"19259",283268,"ESTANCIA INFANTIL PEQUEÑA ESTRELLA","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","PICHINCHA","BOULEVARD","PEDRO RODRÍGUEZ TRIANA","CALZADA","MANUEL GÓMEZ MORÍN","CALZADA","MANUEL GÓMEZ MORÍN",398,"","","","","","COLONIA","RESIDENCIAL LA HACIENDA","","","",27276,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1064",36,"8717328086","","","Fijo",25.52176758,-103.3864385,"dic-14","ESTANCIA INFANTIL PEQUEÑA ESTRELLAGuarderías del sector privado"
"19260",274325,"ESTANCIA INFANTIL PEQUEÑITOS","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","NOGAL AMERICANO","CALLE","NOGALINA","CALZADA","CANAL DE LA CONCHA","CALLE","DE LA LIBERTAD",215,"","","","","","FRACCIONAMIENTO","RINCON DE LOS NOGALES","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","4355",23,"","","","Fijo",25.54791419,-103.3633978,"dic-14","ESTANCIA INFANTIL PEQUEÑITOSGuarderías del sector privado"
"19261",284076,"ESTANCIA INFANTIL PEQUEÑOS ÁNGELES","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","FERROCARRIL INTERNACIONAL MEXICANO","CALLE","DE LOS PELTRES","CALLE","DE LOS SARAPES","CALLE","ESTACIÓN DEL TORREÓN",1819,"","","","","","COLONIA","RINCÓN LA MERCED","","","",27276,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3450",5,"8713038398","","","Fijo",25.5007962,-103.3797556,"dic-14","ESTANCIA INFANTIL PEQUEÑOS ÁNGELESGuarderías del sector privado"
"19262",306133,"ESTANCIA INFANTIL PICOLOS","",624412,"Guarderías del sector público","0 a 5 personas","AVENIDA","DEL DESIERTO","AVENIDA","XOCHIMILCO","CALLE","DE LA PEPENA","CALLE","PRESIDENTE CARRANZA",445,"B","","","","","COLONIA","FELIPE ANGELES","","","",27080,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","314",15,"8717205007","","","Fijo",25.53624032,-103.3986244,"jul-10","ESTANCIA INFANTIL PICOLOSGuarderías del sector público"
"19263",280830,"ESTANCIA INFANTIL PININOS","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","IXTACALCO","CALLE","PRIVADA PRIMERA DE MOCTEZUMA","AVENIDA","DE LA PAZ","CALLE","CUITLÁHUAC",0,"SN","","","","","COLONIA","FRANCISCO VILLA","","","",27050,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1312",17,"8714559013","","","Fijo",25.54937161,-103.4124162,"jul-10","ESTANCIA INFANTIL PININOSGuarderías del sector privado"
"19264",274274,"ESTANCIA INFANTIL POKOYO KIDS","",624411,"Guarderías del sector privado","6 a 10 personas","CALZADA","BARTOLOMÉ DE LAS CASAS","CERRADA","SANTA MÓNICA","CERRADA","SAN NICOLÁS DE BAIN","CERRADA","SANTA PATRICIA",1930,"1","","","","","FRACCIONAMIENTO","LA AMISTAD","","","",27054,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","4340",13,"","","","Fijo",25.55474488,-103.3577432,"dic-14","ESTANCIA INFANTIL POKOYO KIDSGuarderías del sector privado"
"19265",281528,"ESTANCIA INFANTIL QUERUBINES","GOBIERNO FEDERAL",624412,"Guarderías del sector público","6 a 10 personas","AVENIDA","JUÁREZ","CALLE","36","CALLE","34","AVENIDA","HIDALGO",3422,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","2043",4,"8717203099","ALMA_ADAME@HOTMAIL.COM","","Fijo",25.53793784,-103.4115471,"dic-14","ESTANCIA INFANTIL QUERUBINESGuarderías del sector público"
"19266",286229,"ESTANCIA INFANTIL SALTITOS","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","JUAN E. GARCÍA","AVENIDA","HIDALGO","AVENIDA","JUÁREZ","CALLE","MARIANO LÓPEZ ORTIZ",352,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","263",30,"8713017471","ELI.1@HOTMAIL.MX","","Fijo",25.53786202,-103.4386302,"jul-10","ESTANCIA INFANTIL SALTITOSGuarderías del sector privado"
"19267",6428495,"ESTANCIA INFANTIL SAN MATEO.","ESTANCIA INFANTIL SAN MATEO.",624412,"Guarderías del sector público","0 a 5 personas","BOULEVARD","CONSTITUCIÓN","CALLE","PROLONGACIÓN JACARANDAS ORIENTE","","","","NINGUNO",0,"SN","","","","","COLONIA","TAJITO","","","",27110,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","901",6,"","","","Fijo",25.56589382,-103.4365434,"jul-10","ESTANCIA INFANTIL SAN MATEO.Guarderías del sector público"
"19268",279067,"ESTANCIA INFANTIL SEDESOL ANGELITOS","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","CARLOS LÓPEZ SOSA","CALLE","DE LA TORTUGA","CALLE","PASEO DEL MARATÓN ALGODÓN","CALLE","PASEO DEL VENADO",322,"","","","","","FRACCIONAMIENTO","LOS VIÑEDOS","","","",27016,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3003",9,"8717332709","","","Fijo",25.57115956,-103.3807938,"dic-14","ESTANCIA INFANTIL SEDESOL ANGELITOSGuarderías del sector privado"
"19269",274973,"ESTANCIA INFANTIL SEDI","",624411,"Guarderías del sector privado","6 a 10 personas","AVENIDA","JIMULCO","","NINGUNO","","","CALLE","NINGUNO",0,"SN","","","","","COLONIA","VALLE ORIENTE","","","",27277,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","884",20,"8717336280","JUANITAGL1@HOTMAIL.COM","","Fijo",25.5306676,-103.3597972,"dic-14","ESTANCIA INFANTIL SEDIGuarderías del sector privado"
"19270",291385,"ESTANCIA INFANTIL SIN NOMBRE","",624411,"Guarderías del sector privado","6 a 10 personas","CALLE","SAPPORO","CALLE","ANTIMONIO","CALLE","UNIVERSIDAD","PRIVADA","NINGUNO",8921,"","","","","","COLONIA","SOL DE ORIENTE II","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3573",30,"8717763201","","","Fijo",25.54058096,-103.3274668,"jul-10","ESTANCIA INFANTIL SIN NOMBREGuarderías del sector privado"
"19271",303841,"ESTANCIA INFANTIL SONNE","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","J. REYES SPÍNDOLA","AVENIDA","JESÚS PAMANES","CALLE","JUAN TERRAZA","CALLE","J. REYES SPÍNDOLA",254,"","","","","","COLONIA","AMPLIACION LOS ANGELES","","","",27140,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1331",29,"8717160649","","","Fijo",25.55207222,-103.4545245,"jul-10","ESTANCIA INFANTIL SONNEGuarderías del sector privado"
"19272",282503,"ESTANCIA INFANTIL SUPER PEQUES","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","GUAYACÁN","CALLE","ORQUÍDEAS","CALLE","LIRIOS","AVENIDA","HIGUERAS",0,"SN","","","","","COLONIA","JARDINES DE CALIFORNIA","","","",27240,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1670",15,"8712284447","","","Fijo",25.52388754,-103.4278388,"dic-14","ESTANCIA INFANTIL SUPER PEQUESGuarderías del sector privado"
"19273",278996,"ESTANCIA INFANTIL TAGIMA","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","OCTAVIO PAZ","CALLE","JUAN RULFO","CALLE","XAVIER VILLAURRUTIA","CALLE","JUAN JOSÉ ARREOLA",40,"","","","","","FRACCIONAMIENTO","SAN AGUSTIN","","","",27087,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","3785",10,"8711935208","","","Fijo",25.58156275,-103.3702603,"dic-14","ESTANCIA INFANTIL TAGIMAGuarderías del sector privado"
"19274",283167,"ESTANCIA INFANTIL TIERNA SONRISA","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","ORQUÍDEA","CALLE","CRISANTEMO","CALLE","AMAPOLA","CALLE","JAZMÍN",20,"","","","","","COLONIA","LA DALIA","","","",27397,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1897",19,"8714554241","","","Fijo",25.49887341,-103.4075964,"dic-14","ESTANCIA INFANTIL TIERNA SONRISAGuarderías del sector privado"
"19275",312457,"ESTANCIA INFANTIL WILLYS","",624412,"Guarderías del sector público","0 a 5 personas","CALLE","GENERAL LÁZARO CÁRDENAS DEL RÍO","CALLE","DEL PATRIARCA","CALLE","BENITO JUÁREZ","CALLE","MANUEL ÁVILA CAMACHO",145,"","","","","","COLONIA","LA MERCED AMPLIACION FUENTES","","","",27290,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1878",4,"8717912018","WILLIS_2007@LIVE.COM","","Fijo",25.51065466,-103.4076508,"jul-10","ESTANCIA INFANTIL WILLYSGuarderías del sector público"
"19276",283123,"ESTANCIA INFANTIL WORLD KIDS","",624411,"Guarderías del sector privado","0 a 5 personas","AVENIDA","LUCIO BLANCO","CALLE","FRANCISCO I. MADERO","CALLE","HERIBERTO JARA","CALLE","FRANCISCO ÁYALA",959,"","","","","","COLONIA","LAZARO CARDENAS","","","",27390,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","112A",46,"8713118519","","","Fijo",25.49792886,-103.4175132,"dic-14","ESTANCIA INFANTIL WORLD KIDSGuarderías del sector privado"
"19411",297483,"GUARDERIA INFANTIL 001","INSTITUTO MEXICANO DEL SEGURO SOCIAL",624412,"Guarderías del sector público","51 a 100 personas","BOULEVARD","CONSTITUCIÓN","CALLE","JIMÉNEZ","CALLE","JAVIER MINA","BOULEVARD","CONSTITUCIÓN",515,"","","","","","COLONIA","AMPLIACION LOS ANGELES","","","",27140,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1420",20,"8717110369","SOCORRO.DOMINUEZ@IMSS.GOB.MX","","Fijo",25.54698758,-103.451917,"jul-10","GUARDERIA INFANTIL 001Guarderías del sector público"
"19412",297460,"GUARDERIA INFANTIL AMANECER","GUARDERIA VELMAR",624412,"Guarderías del sector público","31 a 50 personas","CALLE","PEDRO CAMINO","BOULEVARD","CONSTITUCIÓN","CALLE","PEDRO FRANCO UGARTE","CALLE","RAYÓN",22,"","","","","","COLONIA","AMPLIACION LOS ANGELES","","","",27140,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1420",10,"8717128181","GUARDERIAVELMAR@HOTMAIL.COM","","Fijo",25.54743016,-103.4520204,"jul-10","GUARDERIA INFANTIL AMANECERGuarderías del sector público"
"19413",311940,"GUARDERIA INFANTIL PEQUES, S.C.","GUARDERIA INFANTIL PEQUES, S.C.",624411,"Guarderías del sector privado","31 a 50 personas","CALZADA","MANUEL GÓMEZ MORÍN","CALLE","PICHINCHA","CALLE","DEL LIENZO","BOULEVARD","PEDRO RODRÍGUEZ TRIANA",505,"","","","","","COLONIA","RESIDENCIAL LA HACIENDA","","","",27276,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1064",36,"8717314422","GUARDERIA_PEQUES@YAHOO.COM.MX","","Fijo",25.5218501,-103.388049,"jul-10","GUARDERIA INFANTIL PEQUES, S.C.Guarderías del sector privado"
"19414",311905,"GUARDERIA INFANTIL PEQUES, S.C.","GUARDERIA INFANTIL PEQUES, S.C.",624411,"Guarderías del sector privado","11 a 30 personas","CALLE","DEL COMETA","CALLE","SAN SEBASTIÁN","BOULEVARD","DIAGONAL DE LAS FUENTES","CALLE","SORIA",980,"","","","","","COLONIA","AMPLIACION LA ROSITA","","","",27250,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1789",31,"8717327330","GUARDERIA_PEQUES2@YAHOO.COM.MX","","Fijo",25.51113544,-103.4045825,"jul-10","GUARDERIA INFANTIL PEQUES, S.C.Guarderías del sector privado"
"19415",6256002,"GUARDERIA INFANTIL SANTA CECILIA","PREESCOLAR SANTA CECILIA, S.C.",624411,"Guarderías del sector privado","51 a 100 personas","CALLE","OTOÑO","CALLE","OTOÑO","CALLE","PASEO DEL ÁRBOL","CALLE","PALERMO",785,"","","","0","","FRACCIONAMIENTO","AMPLIACION LA ROSITA","","","",27250,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","1789",3,"8717317890","GUARDERIASANTACECILIA@YAHOO.COM.MX","","Fijo",25.51434728,-103.4059274,"jul-10","GUARDERIA INFANTIL SANTA CECILIAGuarderías del sector privado"
"19466",228095,"HOSPITAL INFANTIL UNIVERSITARIO BEATRIZ VELASCO DE ALEMAN","UNIVERSIDAD AUTONOMA DE COAHUILA",622112,"Hospitales generales del sector público","51 a 100 personas","CALLE","JUAN GUTENBERG (17)","AVENIDA","BRAVO","AVENIDA","ESCOBEDO","CALLE","JOSÉ MARÍA DEL BOSQUE",350,"","","","","","COLONIA","CENTRO","","","",27000,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","282",14,"18717130571","HOSPITALINFANTILUNIVERSITARIO@HOTMAIL.COM","","Fijo",25.54462358,-103.4299789,"jul-10","HOSPITAL INFANTIL UNIVERSITARIO BEATRIZ VELASCO DE ALEMANHospitales generales del sector público"
"19558",309362,"KARITOS ESTANCIA INFANTIL","",624411,"Guarderías del sector privado","0 a 5 personas","CALLE","BOLONIA","CALLE","NINGUNO","CALLE","TURÍN","CALLE","ALEJANDRÍA",436,"","","","","","COLONIA","TORREON RESIDENCIAL","","","",27268,5,"COAHUILA DE ZARAGOZA",35,"Torreón",1,"Torreón","048A",29,"8717205707","","","Fijo",25.52188752,-103.4011342,"jul-10","KARITOS ESTANCIA INFANTILGuarderías del sector privado"
